"LADBS_ID","Address","Postal_Code","EBEWE_Compliance_Wave","EBEWE_Compliance_Date","Property_Type","Year_Built","Building_SQFT","LADBS_Building_Category","City_Owned","Energy_STAR_Score","Census_Tract_GEOID","Longitude","Latitude","CES_Score","CES_Score_Percentile","Disadvantaged_Community","AC_Opt","CDI","Site_EUI","Source_EUI","Total_Water_Use","Predicted_HVAC_Capacity_Tonnage_per_Unit","Predicted_HVAC_Units","Predicted_HVAC_Type","Predicted_Investment_Cost","Predicted_Energy_Cost_Savings","Predicted_Elecricity_Cost_Savings","Predicted_Natural_Gas_Cost_Savings","Predicted_Natural_Gas_Usage","Predicted_kwAmount","MID_pred_elec_savings","MID_pred_gas_savings","MID_pred_energy_savings","Adv1_pred_energy_savings","Adv1_pred_elec_savings","Adv1_pred_gas_savings","Adv2_pred_energy_savings","Adv2_pred_elec_savings","Adv2_pred_elec_savings.1","Predicted_Investment_Cost_Mid","Predicted_Investment_Cost_Advanced1","Predicted_Investment_Cost_Advanced2"
400633893574,"18323 VANOWEN ST",91335,3,"December 1, 2023","Multifamily Housing",1970,191500,"100,000+","No",51,6037132300,-118.53258,34.193863,38.1892556793889,73.4771093454408,"No","Eligible",,57.2,91.4,9935.6,1.121442,32,4,53443.124925,1537.56426012752,957.708545418329,579.856836067115,,,19640.9140062657,2107.99091362116,21748.9051903374,1692.04164331334,957.715359266824,734.325921637227,-8.90316514274916,-11.5653679372604,1759.16487816822,204593.498814,71295.40051,224286.576249
400638898722,"18325 SATICOY ST",91335,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037131400,-118.53228,34.208397,36.6957938158696,71.2952453020557,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400642892282,"18317 KITTRIDGE ST",91335,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037132700,-118.53206,34.190235,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400653888238,"18344 OXNARD ST",91356,5,"December 1, 2025","Office",1973,24880,"20,000 to 49,999","No",68,6037139303,-118.53221,34.180172,44.1686289155849,81.7883717997225,"Yes","Ineligible",,38.1,106.8,257.3,12.787423,,,42509.00383,,,,,,2052.08533080607,273.220101831854,2325.30546739383,,,,,,,162734.979231,56708.818162,178398.979143
400675886628,"18339 COLLINS ST",91356,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037139303,-118.53207,34.174904,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400703894086,"6905 ETIWANDA AVE",91335,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037132300,-118.53168,34.195194,38.1892556793889,73.4771093454408,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400708883567,"18330 VENTURA BLVD",91356,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037139502,-118.531624,34.167007,19.2940314949086,36.587211502081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400736904779,"8523 ETIWANDA AVE",91325,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037115403,-118.53172,34.22486,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400747884703,"18321 CLARK ST",91356,2,"December 1, 2022",,,,"100,000+","No",,6037139401,-118.531234,34.169879,35.6206486772173,69.5043511161559,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400756892184,"18303 KITTRIDGE ST",91335,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037132700,-118.531845,34.190235,43.2412787804277,80.4641190566276,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
400772915646,"18300 W LEMARSH ST",91325,4,"December 1, 2024",,,,"7,500 to 14,999","Yes",,6037111205,-118.53011,34.25522,25.9738146374064,51.7719762895699,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400818893292,"18300 VANOWEN ST",91335,2,"December 1, 2022","Strip Mall",1996,203657,"50,000 to 99,999","No",,6037132700,-118.531815,34.19385,43.2412787804277,80.4641190566276,"Yes",,,28.4,43.2,6980.8,,,,,,,,,,,,,,,,,,,,,
400838896139,"18301 SHERMAN WAY",91335,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037131800,-118.53193,34.201293,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400845888322,"18310 OXNARD ST",91356,2,"December 1, 2022","Non-Refrigerated Warehouse",1973,75689,"20,000 to 49,999","No",49,6037139303,-118.53146,34.180214,44.1686289155849,81.7883717997225,"Yes",,,21.8,53.1,627.6,,,,,,,,,,,,,,,,,,,,,
400849907006,"8830 ETIWANDA AVE",91325,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037115202,-118.53233,34.231133,35.15599911001,68.7097994702989,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400959883710,"18315 VENTURA BLVD",91356,1,"December 1, 2021","Mixed Use Property",1960,51767,"50,000 to 99,999","No",,6037139401,-118.53118,34.16684,35.6206486772173,69.5043511161559,"No",,,72.4,157.4,929.4,,,,,,,,,,,,,,,,,,,,,
400961886303,"18312 COLLINS ST",91356,2,"December 1, 2022","Multifamily Housing",1976,25926,"20,000 to 49,999","No",72,6037139303,-118.531494,34.174892,44.1686289155849,81.7883717997225,"Yes","Eligible",,58.9,88.7,1639.7,0.365327,5,4,24096.358468,609.506761545562,299.111624412958,310.394451569543,,,2171.16109587326,285.181550013405,2456.34268186614,697.264068752095,299.110240597918,398.153982464693,-9.15962218349305,-11.9005213481488,979.331814515676,92246.819297,32145.566529,101126.005421
400968903079,"18250 ROSCOE BLVD",91325,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037131400,-118.53047,34.220806,36.6957938158696,71.2952453020557,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
400996883815,"5325 N ETIWANDA AVE",91356,3,"December 1, 2023",,,,"100,000+","No",,6037139401,-118.530815,34.167244,35.6206486772173,69.5043511161559,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401022884838,"18303 CLARK ST",91356,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037139401,-118.53098,34.169773,35.6206486772173,69.5043511161559,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401029886375,"18300 COLLINS ST",91356,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037139303,-118.531235,34.174892,44.1686289155849,81.7883717997225,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
401030905479,"18251 NAPA ST",91325,5,"December 1, 2025","Distribution Center",1955,20564,"100,000+","No",,6037115403,-118.53102,34.226456,44.1776690047009,81.838819523269,"Yes",,,33.9,106.5,447.1,,,,,,,,,,,,,,,,,,,,,
401040915830,"10250 N ETIWANDA AVE",91325,1,"December 1, 2021","Other - Services",1990,10766,"7,500 to 14,999","Yes",,6037111205,-118.532036,34.2564,25.9738146374064,51.7719762895699,"No",,,28.2,57.3,1066.8,,,,,,,,,,,,,,,,,,,,,
401140916283,"10250 N ETIWANDA AVE",91325,2,"December 1, 2022",,,,"20,000 to 49,999","Yes",,6037111205,-118.53183,34.25643,25.9738146374064,51.7719762895699,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401141896153,"18247 SHERMAN WAY",91335,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037131800,-118.531224,34.201337,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401163885642,"18245 BURBANK BLVD",91356,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037139200,-118.53065,34.172333,22.0726809896261,43.1201917013495,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401184886378,"5688 ETIWANDA AVE",91356,5,"December 1, 2025","Multifamily Housing",1990,22474,"20,000 to 49,999","No",100,6037139200,-118.530815,34.174557,22.0726809896261,43.1201917013495,"No","Eligible","Eligible",6,16.7,1472.5,0.102675,4,4,22388.313655,210.44961917418,125.347423805537,85.1024134274611,-317.936196550851,39.10476,1802.98804283689,246.053564002295,2049.04163858089,230.808544632786,125.348501955511,105.459928561837,-0.933671002931299,-1.21291117924543,240.309796287845,85708.001351,29866.962141,93957.795784
401318883494,"18231 W VENTURA BLVD",91356,3,"December 1, 2023",,,,"7,500 to 14,999","Yes",,6037139502,-118.5298,34.166283,19.2940314949086,36.587211502081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401333887884,"6000 ETIWANDA AVE",91356,3,"December 1, 2023","Multifamily Housing",1979,56798,"50,000 to 99,999","No",85,6037139200,-118.530815,34.17885,22.0726809896261,43.1201917013495,"No","Eligible",,36.9,64.3,2066.1,0.357976,10,4,27925.676876,667.58392035189,373.811842912057,293.772199588678,,,4855.54220640613,624.288351929311,5479.83063845028,744.346924143478,373.813346814814,370.533442577264,-5.74016078186751,-7.45738791780121,879.041076404615,106906.397162,37254.04007,117196.635952
401431896311,"18225 SHERMAN WAY",91335,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037131800,-118.530461,34.201337,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401514840550,"15516 W SUNSET BLVD",90272,1,"December 1, 2021","Multifamily Housing",1972,28560,"20,000 to 49,999","No",98,6037262706,-118.52842,34.048813,12.2875573048351,18.3503594400303,"No","Eligible","Eligible",13.1,36.8,766,0.189511,5,4,23925.765325,304.553199752517,174.914813684337,129.638561279477,965.967883773669,108.49944,2324.35283105421,313.14232822517,2637.4951995835,337.060742515116,174.915896526382,162.144734020881,-2.03798901834142,-2.64763596255644,377.460999673709,91593.746559,31917.988025,100410.071389
401573885390,"18214 BURBANK BLVD",91356,1,"December 1, 2021","Multifamily Housing",1980,29563,"20,000 to 49,999","No",64,6037139200,-118.52911,34.172318,22.0726809896261,43.1201917013495,"No","Eligible",,44.6,77.2,1920.2,0.292956,5,4,22693.88472,534.469745073449,273.421341260111,261.048026021746,,,2456.8964442865,324.866873592296,2781.76335920954,606.519279617944,273.420894544623,333.098439512499,-6.93618957985502,-9.01166109415277,810.26884608365,86877.802955,30274.60693,95240.196241
401629884821,"18200 KILLION ST",91356,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037139502,-118.52893,34.170834,19.2940314949086,36.587211502081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401661840200,"15424 W SUNSET BLVD",90272,1,"December 1, 2021","Supermarket/Grocery Store",1979,39657,"20,000 to 49,999","No",49,6037262706,-118.52747,34.04812,12.2875573048351,18.3503594400303,"No",,,180,504,1546.6,,,,,,,,,,,,,,,,,,,,,
401704905741,"18160 PARTHENIA ST",91325,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037115403,-118.52859,34.228657,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
401707885351,"18144 BURBANK BLVD",91356,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037139200,-118.52814,34.172314,22.0726809896261,43.1201917013495,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401719896341,"18135 SHERMAN WAY",91335,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037131800,-118.528507,34.201344,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401784840449,"15441 W SUNSET BLVD",90272,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037262501,-118.52768,34.048203,9.13778243085248,11.1741707655442,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401805923505,"18200 RINALDI PL",91326,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037111206,-118.5293,34.276997,20.7523068598112,40.2194475974272,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401809895868,"18128 SHERMAN WAY",91335,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037132300,-118.52818,34.201004,38.1892556793889,73.4771093454408,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401880916096,"18140 W DEVONSHIRE ST",91325,4,"December 1, 2024",,,,"20,000 to 49,999","Yes",,6037111205,-118.52882,34.25726,25.9738146374064,51.7719762895699,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401888905787,"18140 PARTHENIA ST",91325,4,"December 1, 2024","Roller Rink",1957,23000,"20,000 to 49,999","No",,6037115403,-118.528305,34.228657,44.1776690047009,81.838819523269,"Yes",,,19.4,54.4,132.4,,,,,,,,,,,,,,,,,,,,,
401932885993,"5645 LINDLEY AVE",91356,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037139200,-118.52728,34.173775,22.0726809896261,43.1201917013495,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401933883673,"5305 LINDLEY AVE",91356,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037139502,-118.527275,34.167904,19.2940314949086,36.587211502081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401947884679,"5445 LINDLEY AVE",91356,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037139502,-118.52728,34.169743,19.2940314949086,36.587211502081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401987884182,"5429 LINDLEY AVE",91356,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037139502,-118.52728,34.169533,19.2940314949086,36.587211502081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
401998903050,"18100 ROSCOE BLVD",91325,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037131400,-118.527695,34.220848,36.6957938158696,71.2952453020557,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402033903297,"18101 ROSCOE BLVD",91325,4,"December 1, 2024","Multifamily Housing",1977,36262,"20,000 to 49,999","No",,6037115403,-118.527695,34.22086,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
402039916216,"10201 LINDLEY AVE",91325,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037111205,-118.52743,34.255043,25.9738146374064,51.7719762895699,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402042887893,"5955 LINDLEY AVE",91356,2,"December 1, 2022","Worship Facility",1964,26174,"20,000 to 49,999","No",11,6037139200,-118.52729,34.17835,22.0726809896261,43.1201917013495,"No",,,45.7,99.3,1239.4,,,,,,,,,,,,,,,,,,,,,
402070913901,"18101 LASSEN ST",91325,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037111205,-118.52753,34.250015,25.9738146374064,51.7719762895699,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402087884092,"5405 LINDLEY AVE",91356,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037139502,-118.527275,34.169216,19.2940314949086,36.587211502081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402098839750,"860 VIA DE LA PAZ",90272,1,"December 1, 2021","Mixed Use Property",1980,29998,"20,000 to 49,999","No",,6037262706,-118.52734,34.046177,12.2875573048351,18.3503594400303,"No",,,72.4,157.4,538.6,,,,,,,,,,,,,,,,,,,,,
402100919420,"18175 CHATSWORTH ST",91344,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037111202,-118.5277,34.264526,26.2337474600501,52.364737041241,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402102918227,"10535 LINDLEY AVE",91326,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037111301,-118.52736,34.261524,25.9848387495513,51.8098120822298,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402123896129,"18107 SHERMAN WAY",91335,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037131800,-118.527789,34.20134,38.7627784567935,74.1077058897717,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402131918277,"10557 LINDLEY AVE",91326,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037111301,-118.52736,34.26188,25.9848387495513,51.8098120822298,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402168904447,"8455 LINDLEY AVE",91325,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037115403,-118.52735,34.22384,44.1776690047009,81.838819523269,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
402196840090,"15300 W SUNSET BLVD",90272,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037262706,-118.52588,34.04745,12.2875573048351,18.3503594400303,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402247917543,"10435 LINDLEY AVE",91326,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037111301,-118.52736,34.259727,25.9848387495513,51.8098120822298,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402252917842,"10511 LINDLEY AVE",91326,2,"December 1, 2022","Multifamily Housing",1975,78204,"50,000 to 99,999","No",66,6037111301,-118.52736,34.26114,25.9848387495513,51.8098120822298,"No","Eligible",,47.2,85.3,5962,0.504097,14,4,31218.111354,878.233144367158,497.303296737492,380.930048273236,,,6900.72277598619,860.057525260063,7760.78041160152,978.09005079868,497.305442482359,480.784432875303,-7.34279874421826,-9.53937963109208,1142.37155018951,119510.65057,41646.287624,131014.107472
402257918661,"18110 CHATSWORTH ST",91326,1,"December 1, 2021","Multifamily Housing",1979,105000,"100,000+","No",100,6037111301,-118.527503,34.264352,25.9848387495513,51.8098120822298,"No","Eligible","Eligible",1.1,3.5,7109.4,0.311192,18,4,34852.973702,712.843213577131,470.996163742617,241.848385324086,3462.77728830061,33.495,9539.79753719985,1153.98373367548,10693.7814197887,767.52213505522,471.002006184372,296.519602771156,-0.175667548669499,-0.227096052754794,659.184870921471,133425.802548,46495.348514,146268.657656
402269839022,"780 SWARTHMORE AVE",90272,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037262706,-118.52664,34.044033,12.2875573048351,18.3503594400303,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402306884699,"5452 LINDLEY AVE",91316,5,"December 1, 2025","Multifamily Housing",1964,69967,"50,000 to 99,999","No",94,6037139503,-118.52727,34.16975,27.3321619305996,54.4961533610796,"No","Eligible",,27.3,52.9,2380.3,0.334778,12,4,31944.650824,685.483149361763,402.732549090003,282.751059600931,,,6075.63666585914,768.975637514228,6844.61240229778,756.814381717272,402.735258640934,354.078874175308,-4.24801776346652,-5.51855089892644,826.703283563347,122292.023338,42615.522163,134063.200327
402354839659,"864 SWARTHMORE AVE",90272,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037262706,-118.52605,34.046417,12.2875573048351,18.3503594400303,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402361906212,"8700 LINDLEY AVE",91325,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037115104,-118.52734,34.228764,38.0947370984611,73.3005423130281,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402392916826,"10338 LINDLEY AVE",91326,4,"December 1, 2024","Multifamily Housing",1964,33902,"20,000 to 49,999","No",67,6037111301,-118.52734,34.25827,25.9848387495513,51.8098120822298,"No","Eligible",,44.2,74.9,3022.9,0.305835,6,4,26825.167597,562.439818166111,292.272779171154,270.166727900354,,,2827.38053903401,372.581165982967,3199.96175251962,636.345114170083,292.272607863495,344.072533357237,-6.87419751825762,-8.93106620224934,833.546816750967,102693.375484,35785.913909,112578.09131
402393916904,"10342 LINDLEY AVE",91326,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037111301,-118.52734,34.258312,25.9848387495513,51.8098120822298,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402402895866,"18040 SHERMAN WAY",91335,4,"December 1, 2024","Office",1992,71000,"50,000 to 99,999","No",84,6037132300,-118.52658,34.201004,38.1892556793889,73.4771093454408,"No","Ineligible",,57.6,94.2,641.1,17.204312,,,52491.94464,,,,,,6220.03519624521,781.009622307718,7001.04491855888,,,,,,,200952.145457,70026.485577,220294.725667
402406919813,"10801 LINDLEY AVE",91344,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037111202,-118.52657,34.26703,26.2337474600501,52.364737041241,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402449839093,"881 ALMA REAL DR",90272,2,"December 1, 2022",,,,"50,000 to 99,999","No",,6037262706,-118.525,34.044746,12.2875573048351,18.3503594400303,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402498916570,"18041 DEVONSHIRE ST",91325,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037111301,-118.526306,34.25727,25.9848387495513,51.8098120822298,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402518839275,"15236 LA CRUZ DR",90272,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037262706,-118.52555,34.045513,12.2875573048351,18.3503594400303,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402529918605,"18060 CHATSWORTH ST",91344,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037111301,-118.525444,34.264755,25.9848387495513,51.8098120822298,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402555885228,"5536 LINDLEY AVE",91316,5,"December 1, 2025","Multifamily Housing",2004,160710,"100,000+","No",92,6037139200,-118.52727,34.171627,22.0726809896261,43.1201917013495,"No","Eligible",,36.5,65.6,7627.9,0.469901,27,4,44610.544645,1254.65749382835,789.091506113189,465.567231696795,,,15821.4343135908,1768.27408717547,17589.7086280232,1374.11169102287,789.098120575429,585.013115209919,-5.68291223792384,-7.38178400447284,1377.37758586565,170780.197185,59512.362945,187218.586807
402585838742,"861 N ALMA REAL DR",90272,2,"December 1, 2022","Library",2003,11500,"15,000 to 19,999","Yes",,6037262706,-118.52499,34.04437,12.2875573048351,18.3503594400303,"No",,,54,151.2,614.8,,,,,,,,,,,,,,,,,,,,,
402691895849,"18014 SHERMAN WAY",91335,5,"December 1, 2025","Multifamily Housing",1973,98000,"20,000 to 49,999","No",100,6037132300,-118.525676,34.200827,38.1892556793889,73.4771093454408,"No","Eligible",,25.9,30,58252.2,0.428456,17,4,34070.163868,847.537355861922,516.427519054637,331.110648951251,,,8851.60182662207,1077.47171662708,9929.07368193298,929.924003696449,516.431761157784,413.491875364433,-4.0316575370568,-5.2371126928374,959.567923380418,130429.012913,45451.046918,142983.413058
402701839549,"15200 W SUNSET BLVD",90272,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037262706,-118.52432,34.046146,12.2875573048351,18.3503594400303,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402717918619,"18050 CHATSWORTH ST",91344,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037111301,-118.52534,34.264782,25.9848387495513,51.8098120822298,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
402731916972,"18013 DEVONSHIRE ST",91325,2,"December 1, 2022","Multifamily Housing",1970,160707,"100,000+","No",50,6037111301,-118.52584,34.25727,25.9848387495513,51.8098120822298,"No","Eligible",,53.4,96.2,7238.2,0.94071,27,4,46402.826206,1374.14926328946,839.43310974832,534.717093371513,,,15846.5396441263,1768.61298793083,17615.1528590958,1514.5231474093,839.438871626732,675.083913003901,-8.31080993570805,-10.7961068728381,1605.98056881956,177641.494238,61903.342737,194740.315667
402817883111,"18019 VENTURA BLVD",91316,1,"December 1, 2021","Self-Storage Facility",2004,76831,"50,000 to 99,999","No",,6037139503,-118.52507,34.164726,27.3321619305996,54.4961533610796,"No",,,0.7,1.5,594,,,,,,,,,,,,,,,,,,,,,
402847884286,"5415 NEWCASTLE AVE",91316,4,"December 1, 2024","Multifamily Housing",1964,71765,"50,000 to 99,999","No",85,6037139503,-118.52437,34.168976,27.3321619305996,54.4961533610796,"No","Eligible",,38.7,64.2,4609.5,0.403169,12,4,32398.121856,777.560705071111,444.445067322699,333.115913855589,,,6264.86632768595,789.011797357985,7053.87822637451,863.862994865228,444.447298621884,419.415501773432,-6.02076823327882,-7.82179382708476,991.192881700689,124028.02259,43220.471796,135966.297595
402850883520,"5301 NEWCASTLE AVE",91316,1,"December 1, 2021","Multifamily Housing",1964,46472,"20,000 to 49,999","No",14,6037139503,-118.52436,34.16663,27.3321619305996,54.4961533610796,"No","Eligible",,51.9,111.8,2944.5,0.389298,8,4,28702.378799,704.151380896474,372.435609899058,331.715489583893,,,3941.62634919201,511.018188837888,4452.64460329289,794.225030321381,372.435776023816,421.789254255256,-8.07212257050445,-10.4873345570937,1018.38553704694,109879.804206,38290.193453,120456.247276
402885884809,"5501 NEWCASTLE AVE",91316,5,"December 1, 2025","Multifamily Housing",2010,204464,"100,000+","No",99,6037139503,-118.52437,34.170437,27.3321619305996,54.4961533610796,"No","Eligible",,22.6,46.3,5065.1,0.446283,34,4,53988.401467,1345.14752328978,897.396736816146,447.752624696473,,,21257.5205981101,2250.11304506526,23507.6339323417,1460.28566988133,897.405783294195,562.879336401587,-3.52358951713169,-4.57574694661027,1327.46870986993,206680.952267,72022.822598,226574.956822
